NO,ID,OT,latitude,longitude,DEPTH,MAG,ML,MC,MW,NST,RMS,GAP,lat_e,long_e,dp_e,L,FELT, STRIKE, DIP, RAKE
1132,09-0305-05L.S202302,2023-02-08 21:05,  14.060,  -89.850,   4.0,  1.9,  1.9,     ,     ,   9, 0.13,    ,      ,      ,      , L  ,-,      ,      ,     
1133,09-0406-00L.S202302,2023-02-08 22:05,  12.850,  -91.030,  15.1,  4.0,     ,  4.0,     ,  15,  0.6, 301,  60.6,  40.0, 118.6, L  ,-,      ,      ,     
1134,09-0556-25L.S202302,2023-02-08 23:56,  14.013,  -89.868,   1.2,  1.7,     ,  1.7,     ,   3,  0.1, 216,   1.2,   2.3,   2.5, L  ,-,      ,      ,     
1135,09-0829-13L.S202302,2023-02-09 02:29,  13.996,  -89.789,   4.0,  1.8,     ,  1.8,     ,   3,  0.1, 144,   1.8,   4.2,   3.1, L  ,-,      ,      ,     
1136,09-0912-14L.S202302,2023-02-09 03:12,  13.682,  -92.137,  11.4,  3.9,     ,  3.9,     ,  19,  0.9, 292,  13.8,  17.4,  20.4, L  ,-,      ,      ,     
1137,09-0950-51L.S202302,2023-02-09 03:50,  13.400,  -90.500,  16.0,  3.6,  3.6,     ,     ,  28, 0.27,    ,      ,      ,      , L  ,-,      ,      ,     
1138,09-1141-45L.S202302,2023-02-09 05:41,  13.030,  -91.310,  13.0,  3.3,  3.3,     ,     ,  15, 0.41,    ,      ,      ,      , L  ,-,      ,      ,     
1139,09-1211-48L.S202302,2023-02-09 06:11,  14.060,  -89.870,   4.0,  2.2,  2.2,     ,     ,  12, 0.11,    ,      ,      ,      , L  ,-,      ,      ,     
1140,09-1646-31L.S202302,2023-02-09 10:46,  12.654,  -88.593,  16.8,  3.7,  3.7,     ,     ,  16, 1.07, 223,   3.8,   2.0,  6.8 , L  ,-,      ,      ,     
1141,09-1943-48R.S202302,2023-02-09 13:43,  11.797,  -87.791,  15.2,  4.4,     ,  4.4,     ,  16,  0.6, 231,   9.9,   4.3,   9.3, R  ,-,      ,      ,     
1142,10-0336-57L.S202302,2023-02-09 21:36,  14.040,  -89.930,   2.0,  2.0,  2.0,     ,     ,  14, 0.86,    ,      ,      ,      , L  ,-,      ,      ,     
1143,10-0445-16L.S202302,2023-02-09 22:45,  13.220,  -89.790,  17.0,  3.0,  3.0,     ,     ,  11, 1.25,    ,      ,      ,      , L  ,-,      ,      ,     
1144,10-1121-04L.S202302,2023-02-10 05:21,  13.420,  -90.520,  22.0,  3.6,  3.6,     ,     ,  19, 0.73,    ,      ,      ,      , L  ,-,      ,      ,     
1145,10-1831-23L.S202302,2023-02-10 12:31,  16.320,  -87.340,   0.0,  4.4,  4.4,     ,     ,  12, 2.31,    ,      ,      ,      , L  ,-,      ,      ,     
1146,10-1831-27L.S202302,2023-02-10 12:31,  16.028,  -87.520,  10.0,  4.3,  4.3,     ,     ,   6, 0.92, 239,   5.5,   4.7,  0.0 , L  ,-,      ,      ,     
1147,11-0344-15L.S202302,2023-02-10 21:44,  14.100,  -89.720,   7.0,  1.9,  1.9,     ,     ,   9, 0.18,    ,      ,      ,      , L  ,-,      ,      ,     
1148,11-0435-57L.S202302,2023-02-10 22:35,  14.010,  -89.820,   3.0,  1.6,  1.6,     ,     ,   7, 0.16,    ,      ,      ,      , L  ,-,      ,      ,     
1149,11-0721-50L.S202302,2023-02-11 01:21,  14.100,  -89.820,   1.0,  2.7,  2.7,     ,     ,   9, 0.23,    ,      ,      ,      , L  ,-,      ,      ,     
1150,11-0947-50L.S202302,2023-02-11 03:47,  14.070,  -89.800,   1.0,  2.6,  2.6,     ,     ,  11, 0.41,    ,      ,      ,      , L  ,-,      ,      ,     
1151,11-1318-54L.S202302,2023-02-11 07:18,  14.070,  -89.840,   3.0,  3.1,  3.1,     ,     ,  23, 0.22,    ,      ,      ,      , L  ,-,      ,      ,     
1152,11-1318-55L.S202302,2023-02-11 07:18,  14.074,  -89.841,   3.4,  3.3,  3.3,     ,     ,  13, 0.22, 78 ,  1.6 ,  1.6 , 2.1  , L  ,-,      ,      ,     
1153,11-1433-23L.S202302,2023-02-11 08:33,  14.080,  -89.840,   4.0,  2.3,  2.3,     ,     ,   4, 0.00,    ,      ,      ,      , L  ,-,      ,      ,     
1154,11-1433-24L.S202302,2023-02-11 08:33,  14.081,  -89.839,   3.7,  1.9,  1.9,     ,     ,   3, 0.00, 227,  18.3,  18.2,  20.0, L  ,-,      ,      ,     
1155,11-1614-16L.S202302,2023-02-11 10:14,  14.070,  -89.850,   5.0,  1.9,  1.9,     ,     ,   8, 0.08,    ,      ,      ,      , L  ,-,      ,      ,     
1156,11-1616-38L.S202302,2023-02-11 10:16,  14.070,  -89.850,   5.0,  2.1,  2.1,     ,     ,  12, 0.15,    ,      ,      ,      , L  ,-,      ,      ,     
1157,11-2214-38L.S202302,2023-02-11 16:14,  14.120,  -89.800,   3.0,  2.0,  2.0,     ,     ,   8, 0.38,    ,      ,      ,      , L  ,-,      ,      ,     
1158,11-2251-35L.S202302,2023-02-11 16:51,  14.060,  -89.830,   6.0,  2.2,  2.2,     ,     ,   6, 0.12,    ,      ,      ,      , L  ,-,      ,      ,     
1159,11-2312-39L.S202302,2023-02-11 17:12,  13.130,  -90.110,   3.0,  3.5,  3.5,     ,     ,  21, 0.75,    ,      ,      ,      , L  ,-,      ,      ,     
1160,12-0245-56L.S202302,2023-02-11 20:45,  13.770,  -89.671,   5.0,  2.5,  2.5,     ,     ,   6, 0.83, 188,   8.8,   4.8,  0.0 , L  ,-,      ,      ,     
1161,12-0309-24L.S202302,2023-02-11 21:09,  14.040,  -89.850,   4.0,  1.6,  1.6,     ,     ,   6, 0.13,    ,      ,      ,      , L  ,-,      ,      ,     
1162,12-0351-35L.S202302,2023-02-11 21:51,  14.068,  -89.871,   3.5,  1.6,  1.6,     ,     ,   4, 0.20, 212,   3.5,  10.6,   4.7, L  ,-,      ,      ,     
1163,12-0449-45L.S202302,2023-02-11 22:49,  14.310,  -93.420,  14.0,  4.3,  4.3,     ,     ,  31, 0.43,    ,      ,      ,      , L  ,-,      ,      ,     
1164,12-0732-22L.S202302,2023-02-12 01:32,  14.090,  -89.870,   3.0,  2.6,  2.6,     ,     ,  12, 0.37,    ,      ,      ,      , L  ,0,      ,      ,     
1165,12-1030-37L.S202302,2023-02-12 04:30,  14.910,  -87.290,   1.0,  4.5,  4.5,     ,     ,  33, 1.34,    ,      ,      ,      , L  ,-,      ,      ,     
1166,12-1116-35L.S202302,2023-02-12 05:16,  14.070,  -89.830,   4.0,  2.4,  2.4,     ,     ,   9, 0.12,    ,      ,      ,      , L  ,-,      ,      ,     
1167,12-1207-12L.S202302,2023-02-12 06:07,  14.040,  -89.900,   4.0,  1.8,  1.8,     ,     ,   8, 0.24,    ,      ,      ,      , L  ,-,      ,      ,     
1168,12-1356-55L.S202302,2023-02-12 07:56,  15.951,  -89.399,   0.0,  3.7,  3.7,     ,     ,  10, 0.85, 132,   1.7,   2.4,  0.0 , L  ,-,      ,      ,     
1169,12-1750-50L.S202302,2023-02-12 11:50,  14.100,  -89.870,   2.0,  3.2,  3.2,     ,     ,  18, 0.18,    ,      ,      ,      , L  ,-,      ,      ,     
1170,12-1819-09L.S202302,2023-02-12 12:19,  14.100,  -89.870,   2.0,  2.5,  2.5,     ,     ,  12, 0.35,    ,      ,      ,      , L  ,-,      ,      ,     
1171,12-1846-22L.S202302,2023-02-12 12:46,  14.092,  -89.869,   3.6,  2.7,  2.7,     ,     ,   8, 0.36, 102,   2.1,   2.5,  4.3 , L  ,-,      ,      ,     
1172,12-1852-21L.S202302,2023-02-12 12:52,  14.090,  -89.880,   1.0,  3.2,  3.2,     ,     ,  20, 0.31,    ,      ,      ,      , L  ,-,      ,      ,     
1173,12-1921-19L.S202302,2023-02-12 13:21,  14.070,  -89.840,   3.0,  1.8,  1.8,     ,     ,   6, 0.03,    ,      ,      ,      , L  ,-,      ,      ,     
1174,12-2008-10L.S202302,2023-02-12 14:08,  14.060,  -89.860,   1.0,  2.1,  2.1,     ,     ,  10, 0.37,    ,      ,      ,      , L  ,-,      ,      ,     
1175,12-2132-48L.S202302,2023-02-12 15:32,  14.070,  -89.850,   5.0,  2.4,  2.4,     ,     ,   7, 0.10,    ,      ,      ,      , L  ,-,      ,      ,     
1176,12-2240-57L.S202302,2023-02-12 16:40,  14.078,  -89.819,   3.5,  2.1,     ,  2.1,     ,   4,  0.1, 124,   0.9,   1.7,   6.9, L  ,-,      ,      ,     
1177,13-0159-49L.S202302,2023-02-12 19:59,  14.100,  -89.850,   4.0,  2.4,  2.4,     ,     ,  11, 0.50,    ,      ,      ,      , L  ,-,      ,      ,     
1178,13-0456-23L.S202302,2023-02-12 22:56,  14.080,  -89.790,   7.0,  1.9,  1.9,     ,     ,   7, 0.13,    ,      ,      ,      , L  ,-,      ,      ,     
1179,13-0834-34L.S202302,2023-02-13 02:34,  14.080,  -89.720,   2.0,  1.8,  1.8,     ,     ,  10, 0.11,    ,      ,      ,      , L  ,-,      ,      ,     
1180,13-1109-12L.S202302,2023-02-13 05:09,  14.090,  -89.790,   4.0,  2.1,  2.1,     ,     ,   9, 0.77,    ,      ,      ,      , L  ,-,      ,      ,     
1181,13-1112-05L.S202302,2023-02-13 05:12,  14.070,  -89.820,   2.0,  2.2,  2.2,     ,     ,  10, 0.15,    ,      ,      ,      , L  ,-,      ,      ,     
1182,13-1948-43L.S202302,2023-02-13 13:48,  14.082,  -89.826,  10.5,  3.5,  3.5,  3.6,     ,  13,  0.5, 109,   2.2,   2.3,   2.3, L  ,0,      ,      ,     
1183,13-1948-44L.S202302,2023-02-13 13:48,  14.070,  -89.826,   3.8,  2.7,  2.7,     ,     ,  13, 0.31, 126,   1.5,   1.6,  1.7 , L  ,2,      ,      ,     
1184,13-2210-04L.S202302,2023-02-13 16:10,  14.980,  -91.890,  03.0,  2.5,  2.5,     ,     ,  10, 0.40,    ,      ,      ,      , L  ,-,      ,      ,     
1185,14-0543-26L.S202302,2023-02-13 23:43,  14.070,  -89.900,   0.0,  2.0,  2.0,     ,     ,  14, 0.39,    ,      ,      ,      , L  ,-,      ,      ,     
1186,14-0555-56L.S202302,2023-02-13 23:55,  14.070,  -89.840,   5.0,  2.0,  2.0,     ,     ,  11, 0.16,    ,      ,      ,      , L  ,-,      ,      ,     
1187,14-0613-20L.S202302,2023-02-14 00:13,  14.070,  -89.830,   3.0,  2.2,  2.2,     ,     ,  13, 0.13,    ,      ,      ,      , L  ,-,      ,      ,     
1188,14-0644-54L.S202302,2023-02-14 00:44,  14.090,  -89.850,   8.0,  2.0,  2.0,     ,     ,  12, 0.42,    ,      ,      ,      , L  ,-,      ,      ,     
1189,14-0654-51L.S202302,2023-02-14 00:54,  14.060,  -89.820,   4.0,  1.8,  1.8,     ,     ,   7, 0.11,    ,      ,      ,      , L  ,-,      ,      ,     
1190,14-0705-09L.S202302,2023-02-14 01:05,  13.700,  -90.690,  12.0,  2.8,  2.8,     ,     ,   8, 0.26,    ,      ,      ,      , L  ,-,      ,      ,     
1191,14-0951-48L.S202302,2023-02-14 03:51,  14.670,  -92.940,  18.0,  3.4,  3.4,     ,     ,  18, 0.24,    ,      ,      ,      , L  ,-,      ,      ,     
1192,14-1105-49L.S202302,2023-02-14 05:05,  14.050,  -89.810,   2.0,  1.8,  1.8,     ,     ,   9, 0.18,    ,      ,      ,      , L  ,-,      ,      ,     
1193,14-1238-54L.S202302,2023-02-14 06:38,  13.710,  -91.480,  10.0,  3.0,  3.0,     ,     ,  17, 0.40,    ,      ,      ,      , L  ,-,      ,      ,     
1194,14-1422-02L.S202302,2023-02-14 08:22,  14.101,  -89.855,   5.2,  2.3,     ,  2.3,     ,   7,  0.6,  67,   3.2,   3.3,   3.2, L  ,-,      ,      ,     
1195,15-0016-01L.S202302,2023-02-14 18:16,  15.130,  -91.062,   0.0,  3.7,  3.7,     ,     ,   8, 1.13, 344,  10.4,   9.3,   0.0, L  ,-,      ,      ,     
1196,15-0220-58L.S202302,2023-02-14 20:20,  14.220,  -91.470,  16.0,  3.1,  3.1,     ,     ,  19, 0.22,    ,      ,      ,      , L  ,-,      ,      ,     
1197,15-0442-16L.S202302,2023-02-14 22:42,  14.100,  -89.870,   6.0,  2.1,  2.1,     ,     ,  11, 0.33,    ,      ,      ,      , L  ,-,      ,      ,     
1198,15-0510-46L.S202302,2023-02-14 23:10,  14.070,  -89.830,   5.0,  1.7,  1.7,     ,     ,   8, 0.29,    ,      ,      ,      , L  ,-,      ,      ,     
1199,15-0641-43L.S202302,2023-02-15 00:41,  15.220,  -92.180,  18.0,  3.0,  3.0,     ,     ,  17, 0.35,    ,      ,      ,      , L  ,-,      ,      ,     
1200,15-0801-42L.S202302,2023-02-15 02:01,  14.980,  -89.470,   0.0,  2.5,  2.5,     ,     ,  18, 0.51,    ,      ,      ,      , L  ,-,      ,      ,     
1201,15-1054-13L.S202302,2023-02-15 04:54,  13.000,  -90.020,  25.0,  4.7,  4.7,     ,     ,   7, 0.79,    ,      ,      ,      , L  ,-,      ,      ,     
1202,15-1104-22L.S202302,2023-02-15 05:04,  14.080,  -89.860,   2.0,  1.9,  1.9,     ,     ,  11, 0.40,    ,      ,      ,      , L  ,-,      ,      ,     
1203,15-1117-26L.S202302,2023-02-15 05:17,  14.060,  -89.850,   1.0,  1.9,  1.9,     ,     ,  16, 0.37,    ,      ,      ,      , L  ,-,      ,      ,     
1204,15-1236-11L.S202302,2023-02-15 06:36,  14.090,  -89.880,   3.0,  2.0,  2.0,     ,     ,  17, 0.36,    ,      ,      ,      , L  ,-,      ,      ,     
1205,15-1236-12L.S202302,2023-02-15 06:36,  14.092,  -89.880,   2.7,  1.9,  1.9,     ,     ,  10, 0.36, 141,   2.2,   2.0,  3.0 , L  ,-,      ,      ,     
1206,15-1358-56L.S202302,2023-02-15 07:58,  14.000,  -91.790,  10.0,  2.2,  2.2,     ,     ,  11, 0.17,    ,      ,      ,      , L  ,-,      ,      ,     
1207,15-1538-02L.S202302,2023-02-15 09:38,  14.090,  -89.880,   7.0,  2.4,  2.4,     ,     ,   8, 0.10,    ,      ,      ,      , L  ,-,      ,      ,     
1208,15-1734-59L.S202302,2023-02-15 11:34,  13.860,  -91.680,  21.0,  2.9,  2.9,     ,     ,  14, 0.33,    ,      ,      ,      , L  ,-,      ,      ,     
1209,15-1807-06L.S202302,2023-02-15 12:07,  13.990,  -89.780,   6.0,  2.4,  2.4,     ,     ,   8, 0.32,    ,      ,      ,      , L  ,-,      ,      ,     
1210,15-1831-09L.S202302,2023-02-15 12:31,  14.430,  -90.630,  10.0,  1.8,  1.8,     ,     ,   7, 0.10,    ,      ,      ,      , L  ,-,      ,      ,     
1211,15-1835-21L.S202302,2023-02-15 12:35,  13.970,  -91.600,  23.0,  2.8,  2.8,     ,     ,  16, 0.24,    ,      ,      ,      , L  ,-,      ,      ,     
1212,15-1850-18L.S202302,2023-02-15 12:50,  14.080,  -89.890,   0.0,  2.4,  2.4,     ,     ,   7, 0.75,    ,      ,      ,      , L  ,-,      ,      ,     
1213,15-1852-01L.S202302,2023-02-15 12:52,  14.050,  -89.840,   4.0,  1.9,  1.9,     ,     ,   6, 0.01,    ,      ,      ,      , L  ,-,      ,      ,     
1214,15-1948-05L.S202302,2023-02-15 13:48,  14.070,  -89.850,   5.0,  2.0,  2.0,     ,     ,   8, 0.08,    ,      ,      ,      , L  ,-,      ,      ,     
1215,15-2057-33L.S202302,2023-02-15 14:57,  13.390,  -90.140,   0.0,  3.0,  3.0,     ,     ,  14, 0.25,    ,      ,      ,      , L  ,-,      ,      ,     
1216,15-2258-15L.S202302,2023-02-15 16:58,  13.310,  -90.330,  15.0,  4.6,  4.6,     ,     ,  60, 0.65,    ,      ,      ,      , L  ,0,      ,      ,     
1217,15-2336-56L.S202302,2023-02-15 17:36,  13.290,  -90.310,   5.0,  3.7,  3.7,     ,     ,  27, 0.33,    ,      ,      ,      , L  ,-,      ,      ,     
1218,16-0210-03L.S202302,2023-02-15 20:10,  14.090,  -89.860,   4.0,  1.8,  1.8,     ,     ,   9, 0.13,    ,      ,      ,      , L  ,-,      ,      ,     
1219,16-0243-54L.S202302,2023-02-15 20:43,  14.510,  -90.260,   3.0,  1.7,  1.7,     ,     ,  13, 0.27,    ,      ,      ,      , L  ,-,      ,      ,     
1220,16-0327-29L.S202302,2023-02-15 21:27,  14.090,  -89.840,   1.0,  1.8,  1.8,     ,     ,  11, 0.17,    ,      ,      ,      , L  ,-,      ,      ,     
1221,16-0335-01L.S202302,2023-02-15 21:35,  14.060,  -89.850,   5.0,  1.9,  1.9,     ,     ,   7, 0.06,    ,      ,      ,      , L  ,-,      ,      ,     
1222,16-0459-15L.S202302,2023-02-15 22:59,  14.060,  -89.870,   4.0,  1.8,  1.8,     ,     ,  10, 0.12,    ,      ,      ,      , L  ,-,      ,      ,     
1223,16-0656-17L.S202302,2023-02-16 00:56,  13.270,  -90.240,  15.0,  3.0,  3.0,     ,     ,  18, 0.52,    ,      ,      ,      , L  ,-,      ,      ,     
1224,16-0710-51L.S202302,2023-02-16 01:10,  14.142,  -89.843,   1.4,  1.5,  1.5,     ,     ,   4,  0.9, 255,  21.6,  11.9, 165.8, L  ,-,      ,      ,     
1225,16-0807-11L.S202302,2023-02-16 02:07,  15.620,  -89.720,   0.0,  2.4,  2.4,     ,     ,  14, 1.06,    ,      ,      ,      , L  ,-,      ,      ,     
1226,16-0923-53L.S202302,2023-02-16 03:23,  16.160,  -94.650,   1.0,  2.5,  2.5,     ,     ,   7, 0.49,    ,      ,      ,      , L  ,-,      ,      ,     
1227,16-1036-41L.S202302,2023-02-16 04:36,  14.894,  -87.339,   7.3,  3.7,     ,  3.7,     ,  13,  1.1, 188,   8.5,   9.0,  16.5, L  ,-,      ,      ,     
1228,16-1140-16L.S202302,2023-02-16 05:40,  14.010,  -89.800,   6.0,  1.9,  1.9,     ,     ,   8, 0.28,    ,      ,      ,      , L  ,-,      ,      ,     
1229,16-1140-17L.S202302,2023-02-16 05:40,  14.010,  -89.797,   5.5,  1.9,  1.9,     ,     ,   5, 0.28, 146,   2.3,   3.2,  5.6 , L  ,-,      ,      ,     
1230,16-1156-08L.S202302,2023-02-16 05:56,  14.010,  -89.800,   8.0,  2.3,  2.3,     ,     ,   7, 0.24,    ,      ,      ,      , L  ,-,      ,      ,     
1231,16-1202-42L.S202302,2023-02-16 06:02,  13.030,  -91.500,  15.0,  5.3,  5.3,     ,     ,  86, 1.16,    ,      ,      ,      , L  ,2,      ,      ,     
1232,16-1428-34L.S202302,2023-02-16 08:28,  14.100,  -89.880,   2.0,  2.8,  2.8,     ,     ,  20, 0.48,    ,      ,      ,      , L  ,-,      ,      ,     
1233,16-1531-51L.S202302,2023-02-16 09:31,  14.804,  -89.149,   6.1,  4.3,     ,  4.3,     ,  11,  0.7,  71,   2.9,   3.0,   8.6, L  ,-,      ,      ,     
1234,16-2146-57L.S202302,2023-02-16 15:46,  14.090,  -89.860,   2.0,  2.0,  2.0,     ,     ,  13, 0.34,    ,      ,      ,      , L  ,-,      ,      ,     
1235,16-2230-56L.S202302,2023-02-16 16:30,  14.060,  -92.590,   1.0,  4.3,  4.3,     ,     ,  38, 0.87,    ,      ,      ,      , L  ,0,      ,      ,     
1236,17-0320-13L.S202302,2023-02-16 21:20,  12.940,  -89.400,  11.0,  2.9,  2.9,     ,     ,  15, 0.55,    ,      ,      ,      , L  ,-,      ,      ,     
1237,17-0329-33L.S202302,2023-02-16 21:29,  14.070,  -89.850,   6.0,  1.6,  1.6,     ,     ,  10, 0.07,    ,      ,      ,      , L  ,-,      ,      ,     
1238,17-0429-39L.S202302,2023-02-16 22:29,  14.010,  -89.790,   1.0,  2.1,  2.1,     ,     ,  14, 1.01,    ,      ,      ,      , L  ,-,      ,      ,     
1239,17-0446-27L.S202302,2023-02-16 22:46,  14.085,  -89.905,   6.8,  2.6,     ,  2.6,     ,   5,  1.1, 259,   4.7,  11.9,  34.0, L  ,-,      ,      ,     
1240,17-0453-09L.S202302,2023-02-16 22:53,  14.050,  -89.890,   5.0,  1.5,  1.5,     ,     ,   6, 0.17,    ,      ,      ,      , L  ,-,      ,      ,     
1241,17-0502-07L.S202302,2023-02-16 23:02,  14.070,  -89.840,   6.0,  1.8,  1.8,     ,     ,  10, 0.19,    ,      ,      ,      , L  ,-,      ,      ,     
1242,17-0506-47L.S202302,2023-02-16 23:06,  14.070,  -89.830,   7.0,  1.8,  1.8,     ,     ,  11, 0.36,    ,      ,      ,      , L  ,-,      ,      ,     
1243,17-0511-54L.S202302,2023-02-16 23:11,  14.063,  -89.747,  11.3,  2.3,  2.3,     ,     ,   5,  1.5, 139,  10.2,  19.3,  53.2, L  ,-,      ,      ,     
1244,17-0513-56L.S202302,2023-02-16 23:13,  14.060,  -89.830,   7.0,  1.4,  1.4,     ,     ,   8, 0.20,    ,      ,      ,      , L  ,-,      ,      ,     
1245,17-0526-59L.S202302,2023-02-16 23:26,  13.290,  -90.270,   9.0,  2.6,  2.6,     ,     ,  19, 0.52,    ,      ,      ,      , L  ,-,      ,      ,     
1246,17-0559-43L.S202302,2023-02-17 00:03,  14.078,  -89.877,  12.6,  1.9,  1.9,     ,     ,   4,  0.0, 144,   4.4,   7.5,  13.7, L  ,-,      ,      ,     
1247,17-0603-45L.S202302,2023-02-17 00:03,  14.090,  -89.889,   5.0,  4.5,     ,  4.5,     ,   6,  0.3, 211,   1.6,   3.2,   1.5, L  ,-,      ,      ,     
1248,17-0616-24L.S202302,2023-02-17 00:16,  14.017,  -89.730,   1.1,  3.6,     ,  3.6,     ,   9,  1.8, 100,   6.6,  11.6,  22.4, L  ,-,      ,      ,     
1249,17-0730-41L.S202302,2023-02-17 01:30,  14.050,  -89.840,   6.0,  1.5,  1.5,     ,     ,   6, 0.10,    ,      ,      ,      , L  ,-,      ,      ,     
1250,17-0738-14L.S202302,2023-02-17 01:38,  14.050,  -89.830,   5.0,  1.5,  1.5,     ,     ,   6, 0.07,    ,      ,      ,      , L  ,-,      ,      ,     
1251,17-0930-28L.S202302,2023-02-17 03:30,  14.080,  -89.850,   3.0,  1.8,  1.8,     ,     ,  10, 0.24,    ,      ,      ,      , L  ,-,      ,      ,     
1252,17-0950-25L.S202302,2023-02-17 03:50,  15.020,  -93.390,  13.0,  4.2,  4.2,     ,     ,  30, 0.79,    ,      ,      ,      , L  ,-,      ,      ,     
1253,17-1152-17L.S202302,2023-02-17 05:52,  14.040,  -89.930,   1.0,  2.5,  2.5,     ,     ,   6, 0.04,    ,      ,      ,      , L  ,-,      ,      ,     
1254,17-1159-42L.S202302,2023-02-17 05:59,  14.070,  -89.850,   6.0,  1.6,  1.6,     ,     ,   6, 0.06,    ,      ,      ,      , L  ,-,      ,      ,     
1255,17-1235-13L.S202302,2023-02-17 06:35,  14.070,  -89.840,   5.0,  2.4,  2.4,     ,     ,  13, 0.18,    ,      ,      ,      , L  ,-,      ,      ,     
1256,17-1235-45L.S202302,2023-02-17 06:35,  14.070,  -89.850,   5.0,  2.1,  2.1,     ,     ,   9, 0.06,    ,      ,      ,      , L  ,-,      ,      ,     
1257,17-1335-39L.S202302,2023-02-17 07:35,  14.080,  -89.840,   4.0,  2.7,  2.7,     ,     ,  12, 0.24,    ,      ,      ,      , L  ,-,      ,      ,     
1258,17-1355-58L.S202302,2023-02-17 07:55,  13.340,  -90.330,  10.0,  4.0,  4.0,     ,     ,  21, 0.16,    ,      ,      ,      , L  ,-,      ,      ,     
1259,17-2153-30L.S202302,2023-02-17 15:53,  13.090,  -90.320,   4.0,  3.3,  3.3,     ,     ,  17, 0.80,    ,      ,      ,      , L  ,-,      ,      ,     
1260,17-2153-31L.S202302,2023-02-17 15:53,  13.094,  -90.319,   4.2,  3.2,  3.2,     ,     ,  10, 0.80, 304,  10.1,   4.9,  10.3, L  ,-,      ,      ,     
1261,17-2241-50L.S202302,2023-02-17 16:41,  14.080,  -89.830,   2.0,  2.2,  2.2,     ,     ,   8, 0.61,    ,      ,      ,      , L  ,-,      ,      ,     
1262,17-2304-21L.S202302,2023-02-17 17:04,  14.760,  -92.720,  25.0,  3.9,  3.9,     ,     ,  37, 0.65,    ,      ,      ,      , L  ,-,      ,      ,     
1263,18-0105-31L.S202302,2023-02-17 19:05,  14.050,  -89.830,   5.0,  1.7,  1.7,     ,     ,  10, 0.34,    ,      ,      ,      , L  ,-,      ,      ,     
1264,18-0207-15L.S202302,2023-02-17 20:07,  14.070,  -89.850,   4.0,  2.8,  2.8,     ,     ,  13, 0.14,    ,      ,      ,      , L  ,-,      ,      ,     
1265,18-0701-13L.S202302,2023-02-18 01:01,  14.833,  -91.312,   4.5,  3.3,  3.3,     ,     ,  11, 0.51, 300,   5.0,  21.8,  22.3, L  ,-,      ,      ,     
1266,18-1111-10L.S202302,2023-02-18 05:11,  13.710,  -87.970,   3.0,  3.7,  3.7,     ,     ,  12, 0.68,    ,      ,      ,      , L  ,-,      ,      ,     
1267,18-1239-14L.S202302,2023-02-18 06:39,  14.200,  -91.410,  21.0,  3.8,  3.8,     ,     ,  22, 0.32,    ,      ,      ,      , L  ,-,      ,      ,     
1268,18-1406-29L.S202302,2023-02-18 08:06,  14.770,  -92.860,   0.0,  3.3,  3.3,     ,     ,  14, 0.27,    ,      ,      ,      , L  ,-,      ,      ,     
1269,19-0651-08L.S202302,2023-02-19 00:51,  15.600,  -88.110,  11.0,  3.7,  3.7,     ,     ,  14, 1.25,    ,      ,      ,      , L  ,-,      ,      ,     
1270,19-2226-26L.S202302,2023-02-19 16:26,  14.070,  -89.830,   4.0,  1.9,  1.9,     ,     ,   6, 0.10,    ,      ,      ,      , L  ,-,      ,      ,     
