NO,ID,OT,latitude,longitude,DEPTH,MAG,ML,MC,MW,NST,RMS,GAP,lat_e,long_e,dp_e,L,FELT, STRIKE, DIP, RAKE,clasificación
72,05-0523-09L.S202301,2023-01-04 23:23,14.603,-90.013,11.5,3.2,     ,  3.2,     ,10,0.6,  98,   3.9,   3.5,   6.5, L  ,-,      ,      ,     ,cortical
73,05-0525-07L.S202301,2023-01-04 23:25,14.369,-90.714,102.3,3.3,     ,  3.3,     ,9,0.6, 162,  17.4,   7.4,   9.0, L  ,-,      ,      ,     ,subducción intraplaca
74,05-0530-47L.S202301,2023-01-04 23:30,14.552,-89.676,19.0,2.1,  2.1,     ,     ,7,1.03, 170,   3.2,   4.4,  5.6 , L  ,-,      ,      ,     ,cortical
75,05-0559-24L.S202301,2023-01-04 23:59,13.082,-90.079,8.2,2.9,  2.9,     ,     ,12,0.44, 285,   4.1,   3.3,  6.8 , L  ,-,      ,      ,     ,cortical
76,05-0559-25L.S202301,2023-01-04 23:59,13.202,-90.128,25.0,3.5,     ,  3.5,     ,7,0.4, 275,   6.0,   5.5,   6.9, L  ,-,      ,      ,     ,cortical
77,05-0603-53L.S202301,2023-01-05 00:03,14.619,-90.03,11.4,2.7,     ,  2.7,     ,6,0.6, 139,   1.9,   3.6,   5.3, L  ,-,      ,      ,     ,cortical
78,05-0716-24L.S202301,2023-01-05 01:16,14.657,-89.503,0.0,3.5,     ,  3.5,     ,7,0.6, 249,   8.6,   9.1,   7.2, L  ,-,      ,      ,     ,cortical
79,05-0716-25L.S202301,2023-01-05 01:16,14.71,-89.342,0.0,2.5,  2.5,     ,     ,5,0.75, 146,   2.5,   1.8,  0.0 , L  ,-,      ,      ,     ,cortical
80,05-1101-48L.S202301,2023-01-05 05:01,15.648,-90.905,2.9,3.7,     ,  3.7,     ,4,0.5, 156,   5.6,   4.7,   6.7, L  ,-,      ,      ,     ,cortical
81,05-1101-49L.S202301,2023-01-05 05:01,15.646,-90.844,1.2,2.5,  2.5,     ,     ,7,0.52, 113,   2.3,   1.8,  2.4 , L  ,-,      ,      ,     ,cortical
82,05-1203-43L.S202301,2023-01-05 06:03,13.44,-91.11,20.0,3.8,     ,  3.8,     ,17,0.4, 268,  24.3,   8.8,  13.4, L  ,-,      ,      ,     ,cortical
83,05-1203-48L.S202301,2023-01-05 06:03,13.684,-91.044,15.2,3.0,  3.0,     ,     ,13,0.81, 251,   4.2,   2.6,  8.5 , L  ,-,      ,      ,     ,cortical
84,05-1258-11L.S202301,2023-01-05 06:58,13.501,-91.533,0.0,3.5,  3.5,     ,     ,14,0.69, 271,   4.4,   3.5,  0.0 , L  ,-,      ,      ,     ,cortical
85,05-1258-12L.S202301,2023-01-05 06:58,13.541,-91.46,16.7,4.0,     ,  4.0,     ,31,0.8, 251,  11.3,   6.7,   9.7, L  ,-,      ,      ,     ,cortical
86,05-1527-39R.S202301,2023-01-05 09:27,14.247,-94.166,38.1,4.6,     ,  4.6,     ,57,0.8, 212,  10.1,   7.4, 564.1, R  ,-,      ,      ,     ,subducción interfase
87,05-1527-58L.S202301,2023-01-05 09:27,14.606,-92.924,25.0,4.9,  4.9,     ,     ,28,6.14, 307,   8.6,  30.1,   0.0, L  ,-,      ,      ,     ,cortical
88,05-1657-30R.S202301,2023-01-05 10:57,13.983,-89.748,162.1,4.1,     ,  4.1,     ,9,0.7,  96,  15.3,   9.3,  17.3, R  ,-,      ,      ,     ,subducción intraplaca
89,05-1657-31L.S202301,2023-01-05 10:57,13.783,-89.73,167.3,2.9,  2.9,     ,     ,16,0.71, 91 ,  8.5 ,  4.5 , 7.6  , L  ,-,      ,      ,     ,subducción intraplaca
90,05-1722-52L.S202301,2023-01-05 11:22,12.447,-87.783,5.0,4.0,  4.0,     ,     ,12,0.96, 200,   7.5,   3.9,  0.0 , L  ,-,      ,      ,     ,cortical
91,05-1859-12L.S202301,2023-01-05 12:59,13.255,-90.663,0.0,3.1,  3.1,     ,     ,7,2.86, 266,   5.9,   4.0,  0.0 , L  ,-,      ,      ,     ,cortical
92,05-1859-20L.S202301,2023-01-05 12:59,13.634,-90.1,69.5,3.5,     ,  3.5,     ,7,0.3, 249,   6.9,   5.8,   9.1, L  ,-,      ,      ,     ,subducción intraplaca
93,06-0144-23L.S202301,2023-01-05 19:44,14.56,-92.706,35.1,4.3,  4.3,  4.7,     ,42,0.9, 224,   7.6,   8.5,   9.3, L  ,1,      ,      ,     ,subducción interfase
94,06-0144-29L.S202301,2023-01-05 19:44,14.588,-92.27,7.0,4.2,  4.2,     ,     ,32,0.39, 265,   3.9,   6.6,  3.2 , L  ,-,      ,      ,     ,cortical
95,06-0523-22L.S202301,2023-01-05 23:23,13.933,-91.29,49.1,3.4,     ,  3.4,     ,15,0.4, 246,   8.4,   3.7,  18.0, L  ,-,      ,      ,     ,subducción interfase
96,06-0523-23L.S202301,2023-01-05 23:23,13.892,-91.337,24.1,3.0,  3.0,     ,     ,14,0.51, 268,   6.2,   4.0,  11.5, L  ,-,      ,      ,     ,cortical
97,06-0839-21L.S202301,2023-01-06 02:39,13.076,-89.696,14.6,3.1,  3.1,     ,     ,9,0.46, 288,   5.6,   5.1,  6.7 , L  ,-,      ,      ,     ,cortical
98,06-0839-22R.S202301,2023-01-06 02:39,13.208,-89.646,50.5,3.9,     ,  3.9,     ,6,0.3, 305,  13.2,  10.3,  17.6, R  ,-,      ,      ,     ,subducción interfase
99,06-0941-27L.S202301,2023-01-06 03:41,14.202,-91.333,64.3,3.2,  3.2,  3.8,     ,35,0.5, 153,   5.1,   3.1,   5.1, L  ,-,      ,      ,     ,subducción intraplaca
100,06-0941-28L.S202301,2023-01-06 03:41,14.108,-91.385,34.9,3.3,  3.3,     ,     ,21,0.55, 178,   6.9,   4.1,  6.9 , L  ,-,      ,      ,     ,subducción interfase
101,06-0944-58L.S202301,2023-01-06 03:44,14.324,-92.131,21.2,3.5,  3.5,     ,     ,24,0.8, 232,   3.1,   3.0,  3.5 , L  ,-,      ,      ,     ,cortical
102,06-0944-59L.S202301,2023-01-06 03:44,14.43,-92.025,41.8,4.0,     ,  4.0,     ,13,0.6, 188,   8.8,   9.7,  18.1, L  ,-,      ,      ,     ,subducción interfase
103,06-1351-19L.S202301,2023-01-06 07:51,13.462,-91.768,109.8,2.8,     ,  2.8,     ,7,0.3, 326, 633.8, 297.8, 437.9, L  ,-,      ,      ,     ,subducción intraplaca
104,06-1825-05L.S202301,2023-01-06 12:25,14.588,-89.99,6.0,3.0,     ,  3.0,     ,12,0.7,  96,   8.5,   5.5,  16.7, L  ,-,      ,      ,     ,cortical
105,06-2142-58R.S202301,2023-01-06 15:42,14.535,-92.285,64.3,3.2,     ,  3.2,     ,29,0.7, 198,   6.4,   6.3,   7.1, R  ,-,      ,      ,     ,subducción intraplaca
106,06-2142-59L.S202301,2023-01-06 15:42,14.38,-92.384,26.4,3.6,  3.6,     ,     ,26,0.81, 220,   3.3,   3.2,  4.8 , L  ,-,      ,      ,     ,subducción interfase
107,07-0540-03L.S202301,2023-01-06 23:40,13.07,-89.174,31.5,3.1,  3.1,     ,     ,12,0.7, 291,   7.4,   5.2,  8.0 , L  ,-,      ,      ,     ,subducción interfase
108,07-0540-03R.S202301,2023-01-06 23:40,13.235,-89.214,61.7,3.8,     ,  3.8,     ,7,0.3, 323,   9.3,   8.4,   7.7, R  ,-,      ,      ,     ,subducción intraplaca
109,07-0712-50R.S202301,2023-01-07 01:12,15.445,-92.249,152.3,3.6,     ,  3.6,     ,5,0.7, 188,  17.9,   8.8,  13.5, R  ,-,      ,      ,     ,subducción intraplaca
110,07-1107-29L.S202301,2023-01-07 05:07,14.433,-92.307,61.6,4.1,  4.1,  4.3,     ,30,0.5, 221,   6.1,   5.4,   9.2, L  ,2,      ,      ,     ,subducción intraplaca
111,07-1107-30L.S202301,2023-01-07 05:07,14.358,-92.382,30.2,4.2,  4.2,     ,     ,31,0.53, 227,   3.3,   2.8,  5.8 , L  ,-,      ,      ,     ,subducción interfase
112,07-1207-31L.S202301,2023-01-07 06:07,13.996,-91.081,78.8,4.3,  4.3,  4.3,     ,32,0.7, 191,   8.2,   3.1,   8.4, L  ,2,      ,      ,     ,subducción intraplaca
113,07-1207-32L.S202301,2023-01-07 06:07,13.802,-91.149,44.3,4.4,  4.4,     ,     ,43,0.71, 214,   3.5,   1.7,  6.5 , L  ,-,      ,      ,     ,subducción interfase
114,07-1548-53L.S202301,2023-01-07 09:48,14.508,-91.898,90.7,2.9,     ,  2.9,     ,10,0.3, 308,  23.9,  11.4,  10.3, L  ,-,      ,      ,     ,subducción intraplaca
115,07-2332-54L.S202301,2023-01-07 17:32,13.727,-91.527,3.0,3.4,     ,  3.4,     ,19,0.8, 263,  13.2,  10.8,  18.5, L  ,-,      ,      ,     ,cortical
116,07-2332-56L.S202301,2023-01-07 17:32,13.679,-91.641,24.7,3.2,  3.2,     ,     ,15,0.84, 279,   4.7,   5.4,  17.8, L  ,-,      ,      ,     ,cortical
117,08-0007-20L.S202301,2023-01-07 18:07,12.712,-89.037,7.3,3.6,  3.6,     ,     ,18,0.53, 219,   4.9,   3.6,  12.5, L  ,-,      ,      ,     ,cortical
118,08-0007-23R.S202301,2023-01-07 18:07,12.888,-89.236,27.9,3.6,     ,  3.6,     ,21,0.5, 311,  11.5,   9.8,  12.7, R  ,-,      ,      ,     ,subducción interfase
119,08-0203-00R.S202301,2023-01-07 20:03,16.351,-94.089,93.4,4.4,     ,  4.4,     ,27,0.8, 153,   6.9,   7.0,  12.5, R  ,-,      ,      ,     ,subducción intraplaca
120,08-0203-04L.S202301,2023-01-07 20:03,16.375,-94.011,92.2,4.4,  4.4,     ,     ,20,0.62, 293,   5.0,   6.8,  6.6 , L  ,-,      ,      ,     ,subducción intraplaca
121,08-0554-10L.S202301,2023-01-07 23:54,9.792,-85.361,0.0,5.0,  5.0,     ,     ,26,0.89, 293,   4.0,   5.7,  0.0 , L  ,-,      ,      ,     ,cortical
122,08-1021-08L.S202301,2023-01-08 04:21,14.102,-94.032,0.0,4.2,  4.2,     ,     ,16,0.64, 311,   8.4,   5.8,  0.0 , L  ,-,      ,      ,     ,cortical
123,08-1416-18L.S202301,2023-01-08 08:16,13.87,-91.737,53.3,3.4,     ,  3.4,     ,19,0.5, 246,  15.9,  10.8,  19.6, L  ,-,      ,      ,     ,subducción interfase
124,08-1723-36R.S202301,2023-01-08 11:23,15.762,-92.428,142.2,3.4,     ,  3.4,     ,8,0.7, 107,  12.9,  11.5,  23.3, R  ,-,      ,      ,     ,subducción intraplaca
125,09-0159-52L.S202301,2023-01-08 19:59,14.967,-92.192,103.3,4.1,     ,  4.1,     ,5,0.6, 107,   9.3,   9.2,  13.8, L  ,-,      ,      ,     ,subducción intraplaca
126,09-0241-44L.S202301,2023-01-08 20:41,14.483,-91.938,73.6,3.5,     ,  3.5,     ,11,0.3, 241,   6.5,   5.9,   6.3, L  ,-,      ,      ,     ,subducción intraplaca
127,09-0241-45L.S202301,2023-01-08 20:41,14.289,-92.111,42.7,2.7,  2.7,     ,     ,10,0.32, 300,  11.6,  13.3,  21.8, L  ,-,      ,      ,     ,subducción interfase
128,09-0257-05L.S202301,2023-01-08 20:57,12.915,-88.972,22.2,3.4,  3.4,     ,     ,13,0.42, 217,   6.2,   4.4,  11.3, L  ,-,      ,      ,     ,cortical
129,09-0257-05R.S202301,2023-01-08 20:57,13.087,-88.973,60.5,4.2,     ,  4.2,     ,5,0.4, 330,  12.5,  10.3,  11.6, R  ,-,      ,      ,     ,subducción intraplaca
130,09-0444-42L.S202301,2023-01-08 22:44,13.522,-90.615,37.9,3.6,     ,  3.6,     ,33,0.4, 230,   5.3,   2.4,  11.0, L  ,-,      ,      ,     ,subducción interfase
131,09-1330-10R.S202301,2023-01-09 07:30,15.218,-93.401,35.0,3.9,  3.9,  3.9,     ,8,1.8, 171,  18.4,  12.8,  42.4, R  ,-,      ,      ,     ,subducción interfase
132,09-1340-39L.S202301,2023-01-09 07:40,13.774,-90.886,71.6,3.7,  3.7,  3.7,     ,10,0.6, 218,  13.7,   7.0,  24.6, L  ,-,      ,      ,     ,subducción intraplaca
133,09-1340-40L.S202301,2023-01-09 07:40,13.606,-90.95,26.2,3.6,  3.6,     ,     ,16,0.51, 239,   3.6,   2.0,  7.4 , L  ,-,      ,      ,     ,subducción interfase
134,09-1610-44R.S202301,2023-01-09 10:10,13.628,-89.277,32.1,4.1,     ,  4.1,     ,5,0.1, 327,  18.5,  19.7,   4.5, R  ,-,      ,      ,     ,subducción interfase
135,10-0030-50L.S202301,2023-01-09 18:30,14.486,-90.528,10.3,2.6,     ,  2.6,     ,6,0.4, 188,  63.0,  12.6,  30.4, L  ,-,      ,      ,     ,cortical
136,10-0035-22L.S202301,2023-01-09 18:35,14.524,-90.573,5.1,2.1,     ,  2.1,     ,3,0.2, 188, 243.9, 910.9, 999.9, L  ,-,      ,      ,     ,cortical
137,10-0143-43L.S202301,2023-01-09 19:43,14.539,-90.557,7.9,2.1,     ,  2.1,     ,6,0.3, 153,   7.1,   2.7,   7.0, L  ,-,      ,      ,     ,cortical
138,10-0144-21L.S202301,2023-01-09 19:44,14.481,-90.528,8.8,2.5,     ,  2.5,     ,4,0.2, 204,  58.3,  10.5,  37.8, L  ,-,      ,      ,     ,cortical
139,10-0649-20R.S202301,2023-01-10 00:49,13.314,-89.561,58.3,2.8,     ,  2.8,     ,6,0.3, 308,   6.4,   7.1,   6.5, R  ,-,      ,      ,     ,subducción interfase
140,10-0649-21L.S202301,2023-01-10 00:49,13.291,-89.578,17.0,2.8,  2.8,     ,     ,11,0.39, 266,  20.6,   5.7,   7.0, L  ,-,      ,      ,     ,cortical
141,10-0827-47L.S202301,2023-01-10 02:27,12.127,-88.184,25.0,4.5,  4.5,     ,     ,20,1.17, 213,   8.5,   4.1,  0.0 , L  ,-,      ,      ,     ,cortical
142,10-0842-12L.S202301,2023-01-10 02:42,11.917,-88.356,25.0,3.7,  3.7,     ,     ,10,0.83, 233,  14.5,   7.4,   0.0, L  ,-,      ,      ,     ,cortical
143,10-0913-08R.S202301,2023-01-10 03:13,13.313,-89.943,32.4,3.3,     ,  3.3,     ,7,0.3, 281,   5.5,   6.2,   4.5, R  ,-,      ,      ,     ,subducción interfase
144,10-0913-13L.S202301,2023-01-10 03:13,13.606,-89.858,15.5,2.4,  2.4,     ,     ,8,0.39, 220,  10.6,   5.5,   6.2, L  ,-,      ,      ,     ,cortical
145,10-1749-10L.S202301,2023-01-10 11:49,14.116,-91.198,66.5,3.3,     ,  3.3,     ,23,0.5, 239,  13.7,   4.6,   9.6, L  ,-,      ,      ,     ,subducción intraplaca
146,11-0043-39L.S202301,2023-01-10 18:43,15.712,-92.582,158.3,3.4,     ,  3.4,     ,4,0.4, 153,  11.8,   5.8,   9.5, L  ,-,      ,      ,     ,subducción intraplaca
147,11-0521-52L.S202301,2023-01-10 23:21,14.453,-91.587,80.6,2.8,     ,  2.8,     ,9,0.2, 337,  10.6,  24.4,   4.0, L  ,-,      ,      ,     ,subducción intraplaca
148,11-0654-50L.S202301,2023-01-11 00:54,14.608,-90.018,11.3,2.6,     ,  2.6,     ,7,0.5, 132,   3.1,   2.7,   4.6, L  ,-,      ,      ,     ,cortical
149,11-0730-53R.S202301,2023-01-11 01:30,14.482,-93.017,11.2,3.3,     ,  3.3,     ,8,0.6, 268,  11.7,   9.2,  18.9, R  ,-,      ,      ,     ,cortical
150,11-0754-01L.S202301,2023-01-11 01:54,14.605,-89.978,12.1,2.4,     ,  2.4,     ,5,0.3, 146,   3.1,   2.8,   4.2, L  ,-,      ,      ,     ,cortical
151,11-0838-56L.S202301,2023-01-11 02:38,13.742,-92.245,64.0,3.9,     ,  3.9,     ,37,0.8, 243,  13.2,   9.4,  18.6, L  ,-,      ,      ,     ,subducción intraplaca
152,11-0838-58L.S202301,2023-01-11 02:38,13.775,-92.243,33.8,3.7,  3.7,     ,     ,32,0.9, 271,   4.3,   5.0,  7.2 , L  ,-,      ,      ,     ,subducción interfase
153,11-1026-17R.S202301,2023-01-11 04:26,13.212,-90.042,4.7,3.2,     ,  3.2,     ,7,0.3, 275,  15.0,   5.4,  16.8, R  ,-,      ,      ,     ,cortical
154,11-1118-45R.S202301,2023-01-11 05:18,14.852,-93.223,44.9,3.2,     ,  3.2,     ,6,0.9, 265,  11.1,  15.1,  11.7, R  ,-,      ,      ,     ,subducción interfase
155,11-1814-17L.S202301,2023-01-11 12:14,14.411,-90.559,0.1,3.0,  1.3,  3.0,     ,5,0.4, 184,   7.9,  10.9,   6.0, L  ,-,      ,      ,     ,cortical
156,11-2116-46L.S202301,2023-01-11 15:16,15.127,-92.638,94.6,3.3,     ,  3.3,     ,9,0.4, 189,   8.6,   6.8,   7.5, L  ,-,      ,      ,     ,subducción intraplaca
157,11-2310-11L.S202301,2023-01-11 17:10,14.701,-92.629,65.4,3.1,     ,  3.1,     ,10,0.4, 233,   7.9,   6.8,  13.5, L  ,-,      ,      ,     ,subducción intraplaca
158,12-0116-46R.S202301,2023-01-11 19:16,13.383,-89.217,51.4,3.6,     ,  3.6,     ,5,0.8, 319,  21.7,  18.3,  17.4, R  ,-,      ,      ,     ,subducción interfase
159,12-0251-22R.S202301,2023-01-11 20:51,13.014,-89.711,26.3,3.7,     ,  3.7,     ,5,0.4, 317,   7.4,   8.4,   5.6, R  ,-,      ,      ,     ,subducción interfase
160,12-0307-00L.S202301,2023-01-11 21:07,15.005,-91.706,136.8,4.2,     ,  4.2,     ,9,0.7, 167,  11.4,  16.1,  15.4, L  ,-,      ,      ,     ,subducción intraplaca
161,12-0416-16L.S202301,2023-01-11 22:16,14.648,-92.034,75.8,2.9,     ,  2.9,     ,12,0.3, 212,  10.3,   5.8,   4.9, L  ,-,      ,      ,     ,subducción intraplaca
162,12-0536-39L.S202301,2023-01-11 23:36,14.536,-90.581,0.8,2.5,     ,  2.5,     ,5,0.3, 238,   7.1,   4.0,   4.5, L  ,2,      ,      ,     ,cortical
163,12-0653-27L.S202301,2023-01-12 00:53,13.623,-91.869,15.9,3.8,     ,  3.8,     ,21,0.7, 269,   9.3,  10.8,  13.6, L  ,-,      ,      ,     ,cortical
164,12-0653-32L.S202301,2023-01-12 00:53,13.842,-91.751,9.0,2.7,  2.7,     ,     ,17,0.59, 265,   4.4,   8.3,  13.4, L  ,-,      ,      ,     ,cortical
165,12-0656-59L.S202301,2023-01-12 00:56,13.468,-92.114,0.0,3.4,  3.4,     ,     ,22,0.46, 279,   5.2,   8.2,  0.0 , L  ,-,      ,      ,     ,cortical
166,12-0657-04L.S202301,2023-01-12 00:57,13.83,-91.922,69.0,3.8,     ,  3.8,     ,25,0.6, 283,  20.7,  14.8,  23.2, L  ,-,      ,      ,     ,subducción intraplaca
167,12-0834-21R.S202301,2023-01-12 02:34,13.941,-89.438,6.1,2.5,     ,  2.5,     ,5,0.5, 173,   2.7,   4.7,  10.4, R  ,-,      ,      ,     ,cortical
168,12-1003-16R.S202301,2023-01-12 04:03,15.1,-90.887,1.0,3.1,     ,  3.1,     ,11,0.4, 256,  24.4,  10.4,  17.8, R  ,-,      ,      ,     ,cortical
169,12-1003-17L.S202301,2023-01-12 04:03,14.833,-90.772,0.0,3.3,  3.3,     ,     ,12,0.9, 145,   2.8,   2.5,  0.0 , L  ,-,      ,      ,     ,cortical
170,12-1040-54L.S202301,2023-01-12 04:40,13.944,-91.303,35.1,3.1,     ,  3.1,     ,25,0.6, 235,  11.0,   5.5,  16.0, L  ,-,      ,      ,     ,subducción interfase
171,12-1040-55L.S202301,2023-01-12 04:40,13.885,-91.362,35.0,2.9,  2.9,     ,     ,19,0.33, 253,   6.8,   3.8,  15.1, L  ,-,      ,      ,     ,subducción interfase
172,12-1110-48L.S202301,2023-01-12 05:10,14.047,-89.965,6.0,3.4,     ,  3.4,     ,21,0.9, 161,   8.1,   3.9,  12.6, L  ,-,      ,      ,     ,cortical
173,12-1110-49L.S202301,2023-01-12 05:10,14.027,-89.99,1.8,2.9,  2.9,     ,     ,18,0.78, 106,   1.9,   1.4,  2.2 , L  ,-,      ,      ,     ,cortical
174,12-1215-45L.S202301,2023-01-12 06:15,13.592,-90.895,30.4,3.1,     ,  3.1,     ,16,0.8, 242,   9.6,   6.7,   7.5, L  ,-,      ,      ,     ,subducción interfase
175,12-1215-46L.S202301,2023-01-12 06:15,13.535,-90.928,25.1,2.8,  2.8,     ,     ,13,0.73, 258,   5.2,   2.8,  11.6, L  ,-,      ,      ,     ,subducción interfase
176,12-1838-06R.S202301,2023-01-12 12:38,14.626,-91.95,92.2,3.0,     ,  3.0,     ,9,0.3, 260,  18.4,  40.6,  20.3, R  ,-,      ,      ,     ,subducción intraplaca
177,12-1938-29R.S202301,2023-01-12 13:38,14.037,-89.97,8.4,3.2,     ,  3.2,     ,12,0.5, 167,   2.9,   2.4,   5.0, R  ,-,      ,      ,     ,cortical
178,12-2319-32L.S202301,2023-01-12 17:19,13.748,-90.703,65.0,2.9,     ,  2.9,     ,17,0.3, 237,   7.0,   3.1,  12.4, L  ,-,      ,      ,     ,subducción intraplaca
179,12-2319-35L.S202301,2023-01-12 17:19,14.258,-90.584,86.8,2.3,  2.3,     ,     ,11,1.71, 169,  13.4,   7.1,  11.5, L  ,-,      ,      ,     ,subducción intraplaca
180,13-0230-56L.S202301,2023-01-12 20:30,14.029,-91.463,56.6,4.6,  4.6,  4.0,     ,50,0.7, 197,   6.6,   3.5,   7.5, L  ,1,      ,      ,     ,subducción interfase
181,13-0230-57L.S202301,2023-01-12 20:30,13.956,-91.497,23.6,4.5,  4.5,     ,     ,48,0.76, 215,   3.2,   2.6,  4.3 , L  ,-,      ,      ,     ,cortical
182,13-0253-37L.S202301,2023-01-12 20:53,14.04,-89.985,7.4,2.7,     ,  2.7,     ,7,0.7, 186,   5.3,   5.4,  10.9, L  ,-,      ,      ,     ,cortical
183,13-0537-33L.S202301,2023-01-12 23:37,14.011,-89.974,9.0,3.1,     ,  3.1,     ,5,0.3, 195,   6.5,   3.8,   9.8, L  ,-,      ,      ,     ,cortical
184,13-0548-32L.S202301,2023-01-12 23:48,12.906,-90.992,8.2,4.1,     ,  4.1,     ,13,0.7, 276,  12.2,   6.8,  12.7, L  ,-,      ,      ,     ,cortical
185,13-0552-58R.S202301,2023-01-12 23:52,13.699,-91.045,13.0,3.6,     ,  3.6,     ,7,0.2, 288,  11.5,   9.5,  26.3, R  ,-,      ,      ,     ,cortical
186,13-0725-23R.S202301,2023-01-13 01:25,13.476,-90.116,47.3,3.6,     ,  3.6,     ,5,0.3, 279,   7.0,   7.2,  14.8, R  ,-,      ,      ,     ,subducción interfase
187,13-0725-25L.S202301,2023-01-13 01:25,13.425,-90.107,20.1,2.5,  2.5,     ,     ,7,0.86, 255,   5.3,   4.3,  6.1 , L  ,-,      ,      ,     ,cortical
188,13-0728-45L.S202301,2023-01-13 01:28,14.005,-89.998,6.1,3.4,     ,  3.4,     ,3,0.5, 204,   4.9,   4.8,  12.0, L  ,-,      ,      ,     ,cortical
189,13-0833-10L.S202301,2023-01-13 02:33,13.968,-91.104,76.0,3.9,     ,  3.9,     ,5,0.2, 253,  11.3,   3.4,  12.5, L  ,-,      ,      ,     ,subducción intraplaca
190,13-1208-59L.S202301,2023-01-13 06:08,14.595,-90.496,0.0,2.2,     ,  2.2,     ,3,0.1, 280,   1.8,   1.1,   0.9, L  ,-,      ,      ,     ,cortical
191,13-2223-06L.S202301,2023-01-13 16:23,15.538,-88.601,0.1,3.5,  3.5,  3.5,     ,12,0.6, 258,   7.5,  16.4,  12.0, L  ,1,      ,      ,     ,cortical
192,13-2223-07L.S202301,2023-01-13 16:23,15.629,-88.46,4.1,3.5,  3.5,     ,     ,12,3.07, 157,   3.2,   3.1,  3.0 , L  ,-,      ,      ,     ,cortical
193,13-2251-16L.S202301,2023-01-13 16:51,14.106,-91.454,64.8,3.1,     ,  3.1,     ,33,0.5, 185,   9.1,   5.1,   9.9, L  ,-,      ,      ,     ,subducción intraplaca
194,14-0107-37L.S202301,2023-01-13 19:07,14.218,-91.167,79.9,3.0,     ,  3.0,     ,16,0.2, 223,  20.2,   6.7,   7.4, L  ,-,      ,      ,     ,subducción intraplaca
195,14-0405-16L.S202301,2023-01-13 22:05,13.802,-92.207,19.6,3.9,     ,  3.9,     ,11,0.3, 291,   5.0,   7.7,   5.1, L  ,-,      ,      ,     ,cortical
196,14-0405-20L.S202301,2023-01-13 22:05,13.969,-92.117,10.2,3.0,  3.0,     ,     ,14,0.36, 285,  23.8,  22.1,  24.1, L  ,-,      ,      ,     ,cortical
197,14-0537-42R.S202301,2023-01-13 23:37,15.742,-93.803,35.4,4.3,     ,  4.3,     ,7,0.5, 151,   5.2,   3.6,  15.3, R  ,-,      ,      ,     ,subducción interfase
198,14-0537-44L.S202301,2023-01-13 23:37,15.765,-93.802,57.2,3.3,  3.3,     ,     ,13,0.25, 275,   4.5,   8.3,  8.3 , L  ,-,      ,      ,     ,subducción interfase
199,14-0724-04L.S202301,2023-01-14 01:24,12.417,-87.694,27.9,4.5,  4.5,     ,     ,17,0.78, 194,   4.1,   3.1,  10.9, L  ,-,      ,      ,     ,subducción interfase
200,14-0730-20L.S202301,2023-01-14 01:30,13.299,-87.535,209.4,4.5,  4.5,     ,     ,6,1.78, 204,  30.5,  16.6,   9.2, L  ,-,      ,      ,     ,subducción intraplaca
201,14-0917-15L.S202301,2023-01-14 03:17,14.111,-90.991,102.5,3.6,     ,  3.6,     ,10,0.3, 201,  12.8,   4.7,   5.7, L  ,-,      ,      ,     ,subducción intraplaca
202,14-0917-16L.S202301,2023-01-14 03:17,13.646,-91.078,30.8,3.4,     ,  3.4,     ,10,0.6, 256,   7.4,   4.7,   5.6, L  ,-,      ,      ,     ,subducción interfase
203,14-1054-35L.S202301,2023-01-14 04:54,13.967,-91.259,46.9,3.7,     ,  3.7,     ,7,0.5, 243,  12.7,   5.6,  24.1, L  ,-,      ,      ,     ,subducción interfase
204,14-1056-37R.S202301,2023-01-14 04:56,15.532,-92.223,164.5,3.4,     ,  3.4,     ,3,0.4, 210,  12.0,  16.8,  10.0, R  ,-,      ,      ,     ,subducción intraplaca
205,14-1256-45L.S202301,2023-01-14 06:56,14.604,-92.522,57.4,3.9,  3.9,     ,     ,10,0.35, 299,   7.0,   5.7,  8.3 , L  ,-,      ,      ,     ,subducción interfase
206,14-1256-45R.S202301,2023-01-14 06:56,14.723,-92.323,83.0,4.0,  4.0,  3.8,     ,11,0.9, 263,  11.1,  11.7,  11.2, R  ,-,      ,      ,     ,subducción intraplaca
207,14-1454-08L.S202301,2023-01-14 08:54,14.026,-91.982,29.2,3.3,  3.3,  3.9,     ,9,0.5, 271,   5.2,   5.4,   5.1, L  ,-,      ,      ,     ,subducción interfase
208,14-1454-09L.S202301,2023-01-14 08:54,15.537,-91.528,25.0,3.5,  3.5,     ,     ,6,0.62, 261,  15.1,  13.4,   0.0, L  ,-,      ,      ,     ,cortical
209,14-2030-06R.S202301,2023-01-14 14:30,17.439,-94.42,147.4,4.2,     ,  4.2,     ,8,0.5, 331,  10.4,  12.2,  12.4, R  ,-,      ,      ,     ,subducción intraplaca
210,14-2228-01R.S202301,2023-01-14 16:28,14.291,-92.8,35.6,3.6,     ,  3.6,     ,19,0.7, 266,  10.2,   7.5,  12.4, R  ,-,      ,      ,     ,subducción interfase
211,15-0158-16L.S202301,2023-01-14 19:58,13.59,-91.307,35.3,3.2,     ,  3.2,     ,14,0.5, 282,   6.4,   5.9,   5.8, L  ,-,      ,      ,     ,subducción interfase
212,15-0237-57L.S202301,2023-01-14 20:37,16.194,-87.438,5.4,4.4,     ,  4.4,     ,27,0.9, 281,   9.6,  21.7,  18.9, L  ,1,      ,      ,     ,cortical
